celula_i,celula_j,tau_b,p_nao_corrigido
az-realjun-alta,go-realjan-alta,0.9272727272727274,3.2567740901074234e-06
az-realjun-alta,go-realjan-folgada,0.8807710121010884,0.0001781293054554629
az-realjun-alta,go-realjun-alta,0.9272727272727274,3.2567740901074234e-06
az-realjun-alta,go-realjun-folgada,0.8807710121010884,0.0001781293054554629
az-realjun-alta,hetcap-az-anticorr-folgada,0.8807710121010884,0.0001781293054554629
az-realjun-alta,hetcap-az-realjun-folgada,0.8909090909090909,1.3728555395222063e-05
az-realjun-alta,net100-az-anticorr-folgada,0.7339758434175737,0.0017872890369872662
az-realjun-alta,net100-az-realjun-alta,0.9272727272727274,3.2567740901074234e-06
az-realjun-alta,net100-az-realjun-folgada,0.8440722199302098,0.0003281542287518693
az-realjun-alta,net100-go-realjun-folgada,0.8807710121010884,0.0001781293054554629
az-realjun-alta,pue-az-realjun-folgada,0.8807710121010884,0.0001781293054554629
az-realjun-alta,pue-go-realjun-folgada,0.8807710121010884,0.0001781293054554629
az-realjun-folgada,geo3-az-realjun-folgada,0.6605782590758164,0.004936818556325078
az-realjun-folgada,geo3-go-realjun-folgada,0.7339758434175737,0.0017872890369872662
az-realjun-folgada,go-anticorr-alta,0.697277051246695,0.0030042622393982835
az-realjun-folgada,go-anticorr-folgada,0.8888888888888888,0.00017029377577951654
az-realjun-folgada,go-em2021-alta,0.8440722199302099,0.0003281542287518693
az-realjun-folgada,go-em2021-folgada,0.7706746355884524,0.0010393630991335228
az-realjun-folgada,go-flat-alta,0.7548513560963972,0.0015860967062177476
az-realjun-folgada,go-flat-folgada,0.49065338146265813,0.04007320709416782
az-realjun-folgada,go-realjan-alta,0.9174698042719671,9.448129391490142e-05
az-realjun-folgada,go-realjan-folgada,0.9629629629629629,4.6465836804030796e-05
az-realjun-folgada,go-realjun-alta,0.9174698042719671,9.448129391490142e-05
az-realjun-folgada,go-realjun-folgada,0.9629629629629629,4.6465836804030796e-05
az-realjun-folgada,hetcap-az-anticorr-folgada,0.9629629629629629,4.6465836804030796e-05
az-realjun-folgada,hetcap-az-realjun-folgada,0.8073734277593311,0.0005907573118657001
az-realjun-folgada,net100-az-anticorr-folgada,0.7407407407407407,0.0017310781767216426
az-realjun-folgada,net100-az-realjun-alta,0.9174698042719671,9.448129391490142e-05
az-realjun-folgada,net100-az-realjun-folgada,0.9259259259259258,8.999895879346697e-05
az-realjun-folgada,net100-go-realjun-folgada,0.9629629629629629,4.6465836804030796e-05
az-realjun-folgada,pue-az-realjun-folgada,0.9629629629629629,4.6465836804030796e-05
az-realjun-folgada,pue-go-realjun-folgada,0.9629629629629629,4.6465836804030796e-05
